agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
Contra Costa County Sheriff's Office,Sheriff's office,679, , , , , ,"651 Pine St, 7Th Floor",PO Box 391, ,Martinez,CA,Contra Costa,94553, , , , ,6013,"651 Pine St, 7Th Floor, Martinez, CA 94553",38.0192762,-122.1336651
Iowa Department of Public Safety,Primary state law enforcement agency,669, , , , , ,215 E. 7th Street, , ,Des Moines,IA,Polk,50319, , , , ,19153,"215 E. 7th Street, Des Moines, IA 50319",41.5883337,-93.607297
Colorado Springs Police Department,Local police department,668, , , , , ,705 S. Nevada Ave, , ,Colorado Springs,CO,El Paso,80901, , , , ,8041,"705 S. Nevada Ave, Colorado Springs, CO 80901",38.8241311,-104.8214812
West Virginia State Police,Primary state law enforcement agency,667, , , , , ,725 Jefferson Road, , ,South Charleston,WV,Kanawha,25309, , , , ,54039,"725 Jefferson Road, South Charleston, WV 25309",38.3551112,-81.71442309999999
Wichita Police Department,Local police department,662, , , , , ,455 N. Main - 4th Floor, , ,Wichita,KS,Sedgwick,67202, , , , ,20173,"455 N. Main - 4th Floor, Wichita, KS 67202",37.6929141,-97.33898200000002
Delaware State Police,Primary state law enforcement agency,658, , , , , ,P.O. Box 430, , ,Dover,DE,Kent,19903, , , , ,10001,"P.O. Box 430, Dover, DE 19903",39.15821469999999,-75.5233588
California Parks & Recreation - Law Enforcement,Special jurisdiction,645, , , , , ,1416 9Th Street, , ,Sacramento,CA,Sacramento,95814, , , , ,6067,"1416 9Th Street, Sacramento, CA 95814",38.5756389,-121.4974296
Yonkers Police Department,Local police department,641, , , , , ,104 South Broadway, , ,Yonkers,NY,Westchester,10701, , , , ,36119,"104 South Broadway, Yonkers, NY 10701",40.9302933,-73.8971364
Toledo Police Department,Local police department,640, , , , , ,250 Nw Highway 20, , ,Toledo,OH,Lucas,43624, , , , ,39095,"250 Nw Highway 20, Toledo, OH 43624",41.625534,-83.6645127
Anne Arundel County Police Department,Local police department,633, , , , , ,8495 Veterans Highway, , ,Millersville,MD,Anne Arundel,21108, , , , ,24003,"8495 Veterans Highway, Millersville, MD 21108",39.0992853,-76.6257475
Baton Rouge Police Department,Local police department,630, , , , , ,Po Box 2406, , ,Baton Rouge,LA,East Baton Rouge,70802, , , , ,22033,"Po Box 2406, Baton Rouge, LA 70802",30.4362298,-91.17850159999999
Collier County Sheriff's Office,Sheriff's office,628, , , , , ,"3301 E Tamiami Tr, Bldg J", , ,Naples,FL,Collier,34112, , , , ,12021,"3301 E Tamiami Tr, Bldg J, Naples, FL 34112",26.1237525,-81.7458845
Aurora Police Department,Local police department,627, , , , , ,100 South Aurora Road, , ,Aurora,CO,Arapahoe,80012, , , , ,8005,"100 South Aurora Road, Aurora, CO 80012",39.712579,-104.8239922
Lee County Sheriff's Office,Sheriff's office,621, , , , , ,Po Box 177, , ,Fort Myers,FL,Lee,33912, , , , ,12071,"Po Box 177, Fort Myers, FL 33912",26.5273497,-81.8333656
Arlington Police Department,Local police department,610, , , , , ,620 W. Division, , ,Arlington,TX,Tarrant,76011, , , , ,48439,"620 W. Division, Arlington, TX 76011",32.7384531,-97.1134798
Polk County Sheriff's Office,Sheriff's office,600, , , , , ,Po Box 69, , ,Bartow,FL,Polk,33830, , , , ,12105,"Po Box 69, Bartow, FL 33830",27.8915661,-81.8005724
St. Paul Police Department,Local police department,598, , , , , ,P O  Box 66, , ,St. Paul,MN,Ramsey,55101, , , , ,27123,"P O  Box 66, St. Paul, MN 55101",44.9513188,-93.0901841
Oregon State Police,Primary state law enforcement agency,596, , , , , ,4190 Aumsville Highway Se, , ,Salem,OR,Marion,97317, , , , ,41047,"4190 Aumsville Highway Se, Salem, OR 97317",44.8928987,-122.9558441
Mississippi Highway Safety Patrol,Primary state law enforcement agency,594, , , , , ,1900 E Woodrow Wilson Boulevard,Human Resources, ,Jackson,MS,Hinds,39216, , , , ,28049,"1900 E Woodrow Wilson Boulevard, Jackson, MS 39216",32.3278507,-90.16235929999999
Greensboro Police Department,Local police department,593, , , , , ,1101 Main Street, , ,Greensboro,NC,Guilford,27402, , , , ,37081,"1101 Main Street, Greensboro, NC 27402",35.9963855,-79.91852449999999
Calcasieu Parish Sheriff's Office,Sheriff's office,592, , , , , ,Po Box 3722,5400 E Broad St, ,Lake Charles,LA,Calcasieu,70602, , , , ,22019,"Po Box 3722, Lake Charles, LA 70602",30.2268519,-93.2132614
Cobb County Police Department,Local police department,590, , , , , ,140 North Marietta Parkway, , ,Marietta,GA,Cobb,30060, , , , ,13067,"140 North Marietta Parkway, Marietta, GA 30060",33.9576978,-84.54836259999999
Los Angeles World Airports Police,Special jurisdiction,577, , , , , ,6150 Century Blvd,3rd Fl, ,Los Angeles,CA,Los Angeles,90045, , , , ,6037,"6150 Century Blvd, Los Angeles, CA 90045",33.9454115,-118.3920428
Jefferson County Sheriff's Office,Sheriff's office,556, , , , , ,16001 State Route 7, , ,Birmingham,AL,Jefferson,35203, , , , ,1073,"16001 State Route 7, Birmingham, AL 35203",33.2418282,-87.1398928
Henrico County Division of Police,Local police department,554, , , , , ,Post Office Box 90775,7721 East Parham Road, ,Henrico,VA,Henrico,23273, , , , ,51087,"Post Office Box 90775, Henrico, VA 23273",37.63721590000001,-77.4737823
Pima County Sheriff's Dept.,Sheriff's office,554, , , , , ,1750 E. Benson Hwy, , ,Tucson,AZ,Pima,85714, , , , ,4019,"1750 E. Benson Hwy, Tucson, AZ 85714",32.1710491,-110.9465928
Lexington Division of Police,Local police department,549, , , , , ,150 E. Main Street, , ,Lexington,KY,Fayette,40507, , , , ,21067,"150 E. Main Street, Lexington, KY 40507",38.0453458,-84.49612619999999
Prince William County Police Department,Local police department,546, , , , , ,1 County Complex Court, , ,Prince William,VA,Prince William,22192, , , , ,51153,"1 County Complex Court, Prince William, VA 22192",38.679809,-77.35211819999999
Jefferson County Sheriff's Office,Sheriff's office,537, , , , , ,16001 State Route 7, , ,Golden,CO,Jefferson,80401, , , , ,8059,"16001 State Route 7, Golden, CO 80401",39.7593699,-105.226695
Savannah-Chatham Metropolitan Police Department,Local police department,534, , , , , ,Post Office Box 8032, , ,Savannah,GA,Chatham,31412, , , , ,13051,"Post Office Box 8032, Savannah, GA 31412",32.079528,-81.0900806
Gwinnett County Sheriff's Office,Sheriff's office,531, , , , , ,2900 University Pkwy, , ,Lawrenceville,GA,Gwinnett,30043, , , , ,13135,"2900 University Pkwy, Lawrenceville, GA 30043",33.9821569,-83.97731979999999
Minnesota State Patrol,Primary state law enforcement agency,530, , , , , ,444 Cedar St. Ste. 130, , ,St. Paul,MN,Ramsey,55101, , , , ,27123,"444 Cedar St. Ste. 130, St. Paul, MN 55101",44.9513188,-93.0901841
Passaic County Sheriff's Office,Sheriff's office,530, , , , , ,435 Hamburg Tpke, , ,Wayne,NJ,Passaic,7470, , , , ,34031,"435 Hamburg Tpke, Wayne, NJ 7470",40.9522301,-74.2118018
New Mexico State Police,Primary state law enforcement agency,528, , , , , ,4491 Cerrillos Road, , ,Santa Fe,NM,Santa Fe,87507, , , , ,35049,"4491 Cerrillos Road, Santa Fe, NM 87507",35.6287758,-106.0259624
Bexar County Sheriff's Office,Sheriff's office,526, , , , , ,200 N Comal, , ,San Antonio,TX,Bexar,78207, , , , ,48029,"200 N Comal, San Antonio, TX 78207",29.4285128,-98.5066296
Arkansas State Police,Primary state law enforcement agency,525, , , , , ,#1 State Police Plaza Drive, , ,Little Rock,AR,Pulaski,72209, , , , ,5119,"#1 State Police Plaza Drive, Little Rock, AR 72209",34.6782582,-92.3408601
Kansas Highway Patrol,Primary state law enforcement agency,525, , , , , ,122 Sw Seventh St, , ,Topeka,KS,Shawnee,66603, , , , ,20177,"122 Sw Seventh St, Topeka, KS 66603",39.0507569,-95.6749722
Milwaukee County Sheriff's Office,Sheriff's office,524, , , , , ,821 W State St Rm 107, , ,Milwaukee,WI,Milwaukee,53233, , , , ,55079,"821 W State St Rm 107, Milwaukee, WI 53233",43.0425413,-87.9223339
Little Rock Police Department,Local police department,520, , , , , ,700 West Markham Street, , ,Little Rock,AR,Pulaski,72201, , , , ,5119,"700 West Markham Street, Little Rock, AR 72201",34.7494147,-92.2776563
Fulton County Sheriff's Office,Sheriff's office,516, , , , , ,P. O. Box 7,2216 Myron Cory Drive, ,Atlanta,GA,Fulton,30303, , , , ,13121,"P. O. Box 7, Atlanta, GA 30303",33.755711,-84.3883717
Shelby County Sheriff's Office,Sheriff's office,516, , , , , ,"501 Main St, Courthouse, Ste 8", , ,Memphis,TN,Shelby,38103, , , , ,47157,"501 Main St, Courthouse, Ste 8, Memphis, TN 38103",35.1337542,-90.05897519999999
Mobile Police Department,Local police department,515, , , , , ,2460 Government Boulevard, , ,Mobile,AL,Mobile,36606, , , , ,1097,"2460 Government Boulevard, Mobile, AL 36606",30.6724508,-88.0992969
Tulare County Sheriff's Office,Sheriff's office,513, , , , , ,2404 W Burrel Ave,County Civic Center, ,Visalia,CA,Tulare,93291, , , , ,6107,"2404 W Burrel Ave, Visalia, CA 93291",36.3280467,-119.3171937
Richland County Sheriff's Office,Sheriff's office,512, , , , , ,211 W Market St, , ,Columbia,SC,Richland,29223, , , , ,45079,"211 W Market St, Columbia, SC 29223",34.1058378,-80.92077370000001
Kern County Sheriff's Office,Sheriff's office,512, , , , , ,1350 Norris Rd, , ,Bakersfield,CA,Kern,93308, , , , ,6029,"1350 Norris Rd, Bakersfield, CA 93308",35.4214423,-119.0485384
Shreveport Police Department,Local police department,511, , , , , ,1234 Texas Ave, , ,Shreveport,LA,Caddo,71101, , , , ,22017,"1234 Texas Ave, Shreveport, LA 71101",32.5008041,-93.75534359999999
St. Petersburg Police Department,Local police department,510, , , , , ,1300 First Avenue North, , ,St. Petersburg,FL,Pinellas,33705, , , , ,12103,"1300 First Avenue North, St. Petersburg, FL 33705",27.7717378,-82.6523385
Winston-Salem Police Department,Local police department,508, , , , , ,Po Box 1707, , ,Winston-Salem,NC,Forsyth,27102, , , , ,37067,"Po Box 1707, Winston-Salem, NC 27102",36.0026495,-80.2078578
Orleans Parish Sheriff's Office (Criminal Division),Sheriff's office,505, , , , , ,2800 Gravier St, , ,New Orleans,LA,Orleans,70119, , , , ,22071,"2800 Gravier St, New Orleans, LA 70119",29.9614125,-90.0937338
Montgomery Police Department,Local police department,500, , , , , ,320 North Ripley Street, , ,Montgomery,AL,Montgomery,36104, , , , ,1101,"320 North Ripley Street, Montgomery, AL 36104",32.3819047,-86.2979896
Fairfax County Sheriff's Office,Sheriff's office,499, , , , , ,4110 Chain Bridge Rd, , ,Fairfax,VA,Fairfax,22030, , , , ,51059,"4110 Chain Bridge Rd, Fairfax, VA 22030",38.8437621,-77.309071
Brevard County Sheriff's Office,Sheriff's office,497, , , , , ,700 S Park Ave, , ,Titusville,FL,Brevard,32780, , , , ,12009,"700 S Park Ave, Titusville, FL 32780",28.6075022,-80.8199484
Paterson Police,Local police department,497, , , , , ,111 Broadway, , ,Paterson,NJ,Passaic,7505, , , , ,34031,"111 Broadway, Paterson, NJ 7505",40.9190552,-74.1707366
Johnson County Sheriff's Office,Sheriff's office,496, , , , , ,230 DONOVAN-HARRISON RD, , ,Olathe,KS,Johnson,66061, , , , ,20091,"230 DONOVAN-HARRISON RD, Olathe, KS 66061",38.8653874,-94.8157671
Durham Police Department,Local police department,494, , , , , ,86 Dover Road, , ,Durham,NC,Durham,27701, , , , ,37063,"86 Dover Road, Durham, NC 27701",35.9510198,-78.9518477
Monmouth County Sheriff's Office,Sheriff's office,494, , , , , ,50 E Main St, , ,Freehold,NJ,Monmouth,7728, , , , ,34025,"50 E Main St, Freehold, NJ 7728",40.2612901,-74.2720062
Wisconsin State Patrol,Primary state law enforcement agency,492, , , , , ,"4802 Sheboygan Avenue, Room 551",P.O. Box 7912, ,Madison,WI,Dane,53707, , , , ,55025,"4802 Sheboygan Avenue, Room 551, Madison, WI 53707",43.0744204,-89.4606416
Nebraska State Patrol,Primary state law enforcement agency,491, , , , , ,P.O. Box 94907,1600 Highway 2, ,Lincoln,NE,Lancaster,68509, , , , ,31109,"P.O. Box 94907, Lincoln, NE 68509",40.7998287,-96.6701451
Syracuse Police Department,Local police department,489, , , , , ,511 South State Street, , ,Syracuse,NY,Onondaga,13202, , , , ,36067,"511 South State Street, Syracuse, NY 13202",43.0467096,-76.1470059
Pasco County Sheriff's Office,Sheriff's office,485, , , , , ,8700 Citizen Dr, , ,New Port Richey,FL,Pasco,34654, , , , ,12101,"8700 Citizen Dr, New Port Richey, FL 34654",28.2672077,-82.67110129999999
Providence Police Department,Local police department,483, , , , , ,220 N WILLOW ST, , ,Providence,RI,Providence,2903, , , , ,44007,"220 N WILLOW ST, Providence, RI 2903",41.8140307,-71.4357347
Worcester Police Department,Local police department,482, , , , , ,9-11 Lincoln Square, , ,Worcester,MA,Worcester,1608, , , , ,25027,"9-11 Lincoln Square, Worcester, MA 1608",42.2708644,-71.7980186
Fort Lauderdale Police Department,Local police department,482, , , , , ,1300 West Broward Blvd., , ,Fort Lauderdale,FL,Broward,33312, , , , ,12011,"1300 West Broward Blvd., Fort Lauderdale, FL 33312",26.1214142,-80.1588648
Jackson Police Department,Local police department,480, , , , , ,Po Box 614, , ,Jackson,MS,Hinds,39205, , , , ,28049,"Po Box 614, Jackson, MS 39205",32.3503996,-90.1529468
Texas Parks & Wildlife Department,Special jurisdiction,480, , , , , ,4200 Smith School Rd,Attn: Randall Odom, ,Austin,TX,Travis,78744, , , , ,48453,"4200 Smith School Rd, Austin, TX 78744",30.1927581,-97.7153718
Manatee County Sheriff's Office,Sheriff's office,476, , , , , ,600 8Th Ave W Ste A, , ,Palmetto,FL,Manatee,34221, , , , ,12081,"600 8Th Ave W Ste A, Palmetto, FL 34221",27.5165979,-82.57259599999999
Chesterfield County Police Department,Local police department,475, , , , , ,P. O. Box 148, , ,Chesterfield,VA,Chesterfield,23832, , , , ,51041,"P. O. Box 148, Chesterfield, VA 23832",37.3770935,-77.5049863
Utah Department of Public Safety,Primary state law enforcement agency,475, , , , , ,4501 S. 2700 W.,Box 141100, ,Salt Lake City,UT,Salt Lake,84114, , , , ,49035,"4501 S. 2700 W., Salt Lake City, UT 84114",40.6716459,-111.9579727
Akron Police Department,Local police department,472, , , , , ,217 South High Street, , ,Akron,OH,Summit,44308, , , , ,39153,"217 South High Street, Akron, OH 44308",41.0791448,-81.5182513
North Las Vegas Police Department,Local police department,471, , , , , ,1301 E. Lake Mead Blvd., , ,North Las Vegas,NV,Clark,89030, , , , ,32003,"1301 E. Lake Mead Blvd., North Las Vegas, NV 89030",36.1954191,-115.1247902
Springfield Police Department,Local police department,464, , , , , ,Po Box 31, , ,Springfield,MA,Hampden,1105, , , , ,25013,"Po Box 31, Springfield, MA 1105",42.1014831,-72.589811
Fresno County Sheriff's Office,Sheriff's office,461, , , , , ,2200 Fresno St, , ,Fresno,CA,Fresno,93721, , , , ,6019,"2200 Fresno St, Fresno, CA 93721",36.7368167,-119.7896844
Maryland Transportation Authority Police,Special jurisdiction,456, , , , , ,4330 Broening Hwy, , ,Baltimore,MD,Baltimore,21222, , , , ,24005,"4330 Broening Hwy, Baltimore, MD 21222",39.2324431,-76.50360959999999
Knox County Sheriff's Office,Sheriff's office,456, , , , , ,Po Box 1669, , ,Knoxville,TN,Knox,37902, , , , ,47093,"Po Box 1669, Knoxville, TN 37902",35.9641189,-83.92016559999999
Franklin County Sheriff's Office,Sheriff's office,455, , , , , ,157 Lincoln Way E, , ,Columbus,OH,Franklin,43215, , , , ,39049,"157 Lincoln Way E, Columbus, OH 43215",39.9771378,-82.9994176
Dane County Sheriff's Office,Sheriff's office,454, , , , , ,115 W Doty St,Public Safety Bldg, ,Madison,WI,Dane,53703, , , , ,55025,"115 W Doty St, Madison, WI 53703",43.0720226,-89.3834443
El Paso County Sheriff's Office,Sheriff's office,454, , , , , ,3850 Justice Drive, , ,Colorado Springs,CO,El Paso,80903, , , , ,8041,"3850 Justice Drive, Colorado Springs, CO 80903",38.8413423,-104.8162784
Bergen County Sheriff's Office,Sheriff's office,452, , , , , ,10 Main St,Justice Center, ,Hackensack,NJ,Bergen,7601, , , , ,34003,"10 Main St, Hackensack, NJ 7601",40.8781148,-74.0437657
Santa Clara County Sheriff's Office,Sheriff's office,450, , , , , ,55 W Younger Ave, , ,San Jose,CA,Santa Clara,95110, , , , ,6085,"55 W Younger Ave, San Jose, CA 95110",37.3552622,-121.9059327
Volusia County Sheriff's Office,Sheriff's office,450, , , , , ,Po Box 569,123 W Indiana Ave, ,Deland,FL,Volusia,32721, , , , ,12127,"Po Box 569, Deland, FL 32721",29.0280044,-81.3062575
Dallas County Sheriff's Office,Sheriff's office,449, , , , , ,"133 N Industrial Blvd, Lb-31", , ,Dallas,TX,Dallas,75207, , , , ,48113,"133 N Industrial Blvd, Lb-31, Dallas, TX 75207",32.7780499,-96.8145851
Tarrant County Sheriff's Office,Sheriff's office,449, , , , , ,Plaza Building,"200 Taylor, 7th Floor", ,Fort Worth,TX,Tarrant,76102, , , , ,48439,"Plaza Building, Fort Worth, TX 76102",32.755027,-97.335216
Richmond County Sheriff's Office,Sheriff's office,449, , , , , ,Po Box 115, , ,Augusta,GA,Richmond,30901, , , , ,13245,"Po Box 115, Augusta, GA 30901",33.4577032,-81.9643913
Corpus Christi Police Department,Local police department,448, , , , , ,P. O. Box 9016, , ,Corpus Christi,TX,Nueces,78469, , , , ,48355,"P. O. Box 9016, Corpus Christi, TX 78469",27.798027,-97.4290094
Loudoun County Sheriff's Office,Sheriff's office,448, , , , , ,39 Catoctin Circle Se, , ,Leesburg,VA,Loudoun,20175, , , , ,51107,"39 Catoctin Circle Se, Leesburg, VA 20175",39.1064224,-77.5649048
Fort Wayne Police,Local police department,447, , , , , ,1320 E. Creighton Avenue, , ,Fort Wayne,IN,Allen,46803, , , , ,18003,"1320 E. Creighton Avenue, Fort Wayne, IN 46803",41.0646227,-85.1194783
Will County Sheriff's Office,Sheriff's office,445, , , , , ,14 W Jefferson St Rm 103, , ,Joliet,IL,Will,60432, , , , ,17197,"14 W Jefferson St Rm 103, Joliet, IL 60432",41.5244776,-88.0822494
Leon County Sheriff's Office,Sheriff's office,443, , , , , ,Po Box 278,606 E St Mary's St, ,Tallahassee,FL,Leon,32302, , , , ,12073,"Po Box 278, Tallahassee, FL 32302",30.43999999999999,-84.28
Washington Metropolitan Area Transit Authority Police,Special jurisdiction,442, , , , , ,"600 Fifth St., N.W. Rm 5 D 23", , ,Washington,DC,District of Columbia,20001, , , , ,11001,"600 Fifth St., N.W. Rm 5 D 23, Washington, DC 20001",38.8979138,-77.01947270000001
Caddo Parish Sheriff's Office,Sheriff's office,440, , , , , ,501 Texas St Rm 101, , ,Shreveport,LA,Caddo,71101, , , , ,22017,"501 Texas St Rm 101, Shreveport, LA 71101",32.5120844,-93.7497777
Madison Police Department,Local police department,437, , , , , ,Post Office Box 32, , ,Madison,WI,Dane,53703, , , , ,55025,"Post Office Box 32, Madison, WI 53703",43.0833196,-89.3724769
New Haven Police Department,Local police department,436, , , , , ,Post Office Box 217, , ,New Haven,CT,New Haven,6519, , , , ,9009,"Post Office Box 217, New Haven, CT 6519",41.2958246,-72.937198
Cobb County Sheriff's Office,Sheriff's office,435, , , , , ,185 Roswell St Ne, , ,Marietta,GA,Cobb,30060, , , , ,13067,"185 Roswell St Ne, Marietta, GA 30060",33.9523312,-84.54750899999999
Chattanooga Police Department,Local police department,434, , , , , ,3410 Amnicola Hwy., , ,Chattanooga,TN,Hamilton,37406, , , , ,47065,"3410 Amnicola Hwy., Chattanooga, TN 37406",35.0818065,-85.26308879999999
Salt Lake City Police Department,Local police department,433, , , , , ,Po Box 145497,P.O. Box 145497, ,Salt Lake City,UT,Salt Lake,84114, , , , ,49035,"Po Box 145497, Salt Lake City, UT 84114",40.7595214,-111.8881542
Ouachita Parish Sheriff's Office,Sheriff's office,431, , , , , ,400 St John St, , ,Monroe,LA,Ouachita,71201, , , , ,22073,"400 St John St, Monroe, LA 71201",32.4983098,-92.1155308
Laredo Police Department,Local police department,430, , , , , ,4712 Maher Ave., , ,Laredo,TX,Webb,78041, , , , ,48479,"4712 Maher Ave., Laredo, TX 78041",27.539287,-99.47082139999999
Virginia Beach (City) Sheriff's Office,Sheriff's office,429, , , , , ,Po Box 6098,Municipal Center, ,Virginia Beach,VA,Virginia Beach City,23456, , , , ,51810,"Po Box 6098, Virginia Beach, VA 23456",36.7358202,-76.02758589999999
Howard County Police Department,Local police department,424, , , , , ,3410 Courthouse Dr, , ,Ellicott City,MD,Howard,21043, , , , ,24027,"3410 Courthouse Dr, Ellicott City, MD 21043",39.275709,-76.8074358
Richmond (City) Sheriff's Office,Sheriff's office,424, , , , , ,1701 Fairfield Way, , ,Richmond,VA,Richmond City,23223, , , , ,51760,"1701 Fairfield Way, Richmond, VA 23223",37.547345,-77.4234902
Glendale Police Department,Local police department,424, , , , , ,424 N Sappington Rd, , ,Glendale,AZ,Maricopa,85301, , , , ,4013,"424 N Sappington Rd, Glendale, AZ 85301",33.5386523,-112.1859866
Essex County Sheriff's Office,Sheriff's office,423, , , , , ,Po Box 955,304 Prince St, ,Newark,NJ,Essex,7102, , , , ,34013,"Po Box 955, Newark, NJ 7102",40.7350747,-74.17390569999999
